"","CRITERIA","PAIN_CAT","ICD_VERSION","ICD9_OR_10","ICD_DESC"
"7028","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62398P","Other fracture of other metacarpal bone, subsequent encounter for fracture with malunion"
"7029","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62399K","Other fracture of unspecified metacarpal bone, subsequent encounter for fracture with nonunion"
"7030","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62399P","Other fracture of unspecified metacarpal bone, subsequent encounter for fracture with malunion"
"7031","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62501K","Fracture of unspecified phalanx of right thumb, subsequent encounter for fracture with nonunion"
"7032","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62501P","Fracture of unspecified phalanx of right thumb, subsequent encounter for fracture with malunion"
"7033","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62502K","Fracture of unspecified phalanx of left thumb, subsequent encounter for fracture with nonunion"
"7034","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62502P","Fracture of unspecified phalanx of left thumb, subsequent encounter for fracture with malunion"
"7035","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62509K","Fracture of unspecified phalanx of unspecified thumb, subsequent encounter for fracture with nonunion"
"7036","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62509P","Fracture of unspecified phalanx of unspecified thumb, subsequent encounter for fracture with malunion"
"7037","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62511K","Displaced fracture of proximal phalanx of right thumb, subsequent encounter for fracture with nonunion"
"7038","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62511P","Displaced fracture of proximal phalanx of right thumb, subsequent encounter for fracture with malunion"
"7039","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62512K","Displaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with nonunion"
"7040","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62512P","Displaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with malunion"
"7041","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62513K","Displaced fracture of proximal phalanx of unspecified thumb, subsequent encounter for fracture with nonunion"
"7042","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62513P","Displaced fracture of proximal phalanx of unspecified thumb, subsequent encounter for fracture with malunion"
"7043","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62514K","Nondisplaced fracture of proximal phalanx of right thumb, subsequent encounter for fracture with nonunion"
"7044","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62514P","Nondisplaced fracture of proximal phalanx of right thumb, subsequent encounter for fracture with malunion"
"7045","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62515K","Nondisplaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with nonunion"
"7046","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62515P","Nondisplaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with malunion"
"7047","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62516K","Nondisplaced fracture of proximal phalanx of unspecified thumb, subsequent encounter for fracture with nonunion"
"7048","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62516P","Nondisplaced fracture of proximal phalanx of unspecified thumb, subsequent encounter for fracture with malunion"
"7049","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62521K","Displaced fracture of distal phalanx of right thumb, subsequent encounter for fracture with nonunion"
"7050","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62521P","Displaced fracture of distal phalanx of right thumb, subsequent encounter for fracture with malunion"
"7051","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62522K","Displaced fracture of distal phalanx of left thumb, subsequent encounter for fracture with nonunion"
"7052","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62522P","Displaced fracture of distal phalanx of left thumb, subsequent encounter for fracture with malunion"
"7053","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62523K","Displaced fracture of distal phalanx of unspecified thumb, subsequent encounter for fracture with nonunion"
"7054","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62523P","Displaced fracture of distal phalanx of unspecified thumb, subsequent encounter for fracture with malunion"
"7055","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62524K","Nondisplaced fracture of distal phalanx of right thumb, subsequent encounter for fracture with nonunion"
"7056","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62524P","Nondisplaced fracture of distal phalanx of right thumb, subsequent encounter for fracture with malunion"
"7057","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62525K","Nondisplaced fracture of distal phalanx of left thumb, subsequent encounter for fracture with nonunion"
"7058","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62525P","Nondisplaced fracture of distal phalanx of left thumb, subsequent encounter for fracture with malunion"
"7059","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62526K","Nondisplaced fracture of distal phalanx of unspecified thumb, subsequent encounter for fracture with nonunion"
"7060","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62526P","Nondisplaced fracture of distal phalanx of unspecified thumb, subsequent encounter for fracture with malunion"
"7061","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62600K","Fracture of unspecified phalanx of right index finger, subsequent encounter for fracture with nonunion"
"7062","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62600P","Fracture of unspecified phalanx of right index finger, subsequent encounter for fracture with malunion"
"7063","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62601K","Fracture of unspecified phalanx of left index finger, subsequent encounter for fracture with nonunion"
"7064","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62601P","Fracture of unspecified phalanx of left index finger, subsequent encounter for fracture with malunion"
"7065","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62602K","Fracture of unspecified phalanx of right middle finger, subsequent encounter for fracture with nonunion"
"7066","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62602P","Fracture of unspecified phalanx of right middle finger, subsequent encounter for fracture with malunion"
"7067","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62603K","Fracture of unspecified phalanx of left middle finger, subsequent encounter for fracture with nonunion"
"7068","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62603P","Fracture of unspecified phalanx of left middle finger, subsequent encounter for fracture with malunion"
"7069","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62604K","Fracture of unspecified phalanx of right ring finger, subsequent encounter for fracture with nonunion"
"7070","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62604P","Fracture of unspecified phalanx of right ring finger, subsequent encounter for fracture with malunion"
"7071","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62605K","Fracture of unspecified phalanx of left ring finger, subsequent encounter for fracture with nonunion"
"7072","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62605P","Fracture of unspecified phalanx of left ring finger, subsequent encounter for fracture with malunion"
"7073","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62606K","Fracture of unspecified phalanx of right little finger, subsequent encounter for fracture with nonunion"
"7074","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62606P","Fracture of unspecified phalanx of right little finger, subsequent encounter for fracture with malunion"
"7075","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62607K","Fracture of unspecified phalanx of left little finger, subsequent encounter for fracture with nonunion"
"7076","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62607P","Fracture of unspecified phalanx of left little finger, subsequent encounter for fracture with malunion"
"7077","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62608K","Fracture of unspecified phalanx of other finger, subsequent encounter for fracture with nonunion"
"7078","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62608P","Fracture of unspecified phalanx of other finger, subsequent encounter for fracture with malunion"
"7079","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62609K","Fracture of unspecified phalanx of unspecified finger, subsequent encounter for fracture with nonunion"
"7080","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62609P","Fracture of unspecified phalanx of unspecified finger, subsequent encounter for fracture with malunion"
"7081","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62610K","Displaced fracture of proximal phalanx of right index finger, subsequent encounter for fracture with nonunion"
"7082","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62610P","Displaced fracture of proximal phalanx of right index finger, subsequent encounter for fracture with malunion"
"7083","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62611K","Displaced fracture of proximal phalanx of left index finger, subsequent encounter for fracture with nonunion"
"7084","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62611P","Displaced fracture of proximal phalanx of left index finger, subsequent encounter for fracture with malunion"
"7085","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62612K","Displaced fracture of proximal phalanx of right middle finger, subsequent encounter for fracture with nonunion"
"7086","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62612P","Displaced fracture of proximal phalanx of right middle finger, subsequent encounter for fracture with malunion"
"7087","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62613K","Displaced fracture of proximal phalanx of left middle finger, subsequent encounter for fracture with nonunion"
"7088","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62613P","Displaced fracture of proximal phalanx of left middle finger, subsequent encounter for fracture with malunion"
"7089","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62614K","Displaced fracture of proximal phalanx of right ring finger, subsequent encounter for fracture with nonunion"
"7090","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62614P","Displaced fracture of proximal phalanx of right ring finger, subsequent encounter for fracture with malunion"
"7091","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62615K","Displaced fracture of proximal phalanx of left ring finger, subsequent encounter for fracture with nonunion"
"7092","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62615P","Displaced fracture of proximal phalanx of left ring finger, subsequent encounter for fracture with malunion"
"7093","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62616K","Displaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with nonunion"
"7094","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62616P","Displaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with malunion"
"7095","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62617K","Displaced fracture of proximal phalanx of left little finger, subsequent encounter for fracture with nonunion"
"7096","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62617P","Displaced fracture of proximal phalanx of left little finger, subsequent encounter for fracture with malunion"
"7097","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62618K","Displaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with nonunion"
"7098","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62618P","Displaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with malunion"
"7099","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62619K","Displaced fracture of proximal phalanx of unspecified finger, subsequent encounter for fracture with nonunion"
"7100","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62619P","Displaced fracture of proximal phalanx of unspecified finger, subsequent encounter for fracture with malunion"
"7101","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62620K","Displaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with nonunion"
"7102","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62620P","Displaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with malunion"
"7103","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62621K","Displaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with nonunion"
"7104","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62621P","Displaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with malunion"
"7105","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62622K","Displaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with nonunion"
"7106","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62622P","Displaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with malunion"
"7107","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62623K","Displaced fracture of middle phalanx of left middle finger, subsequent encounter for fracture with nonunion"
"7108","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62623P","Displaced fracture of middle phalanx of left middle finger, subsequent encounter for fracture with malunion"
"7109","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62624K","Displaced fracture of middle phalanx of right ring finger, subsequent encounter for fracture with nonunion"
"7110","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62624P","Displaced fracture of middle phalanx of right ring finger, subsequent encounter for fracture with malunion"
"7111","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62625K","Displaced fracture of middle phalanx of left ring finger, subsequent encounter for fracture with nonunion"
"7112","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62625P","Displaced fracture of middle phalanx of left ring finger, subsequent encounter for fracture with malunion"
"7113","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62626K","Displaced fracture of medial phalanx of right little finger, subsequent encounter for fracture with nonunion"
"7114","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62626P","Displaced fracture of medial phalanx of right little finger, subsequent encounter for fracture with malunion"
"7115","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62627K","Displaced fracture of medial phalanx of left little finger, subsequent encounter for fracture with nonunion"
"7116","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62627P","Displaced fracture of medial phalanx of left little finger, subsequent encounter for fracture with malunion"
"7117","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62628K","Displaced fracture of medial phalanx of other finger, subsequent encounter for fracture with nonunion"
"7118","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62628P","Displaced fracture of medial phalanx of other finger, subsequent encounter for fracture with malunion"
"7119","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62629K","Displaced fracture of medial phalanx of unspecified finger, subsequent encounter for fracture with nonunion"
"7120","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62629P","Displaced fracture of medial phalanx of unspecified finger, subsequent encounter for fracture with malunion"
"7121","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62630K","Displaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with nonunion"
"7122","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62630P","Displaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with malunion"
"7123","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62631K","Displaced fracture of distal phalanx of left index finger, subsequent encounter for fracture with nonunion"
"7124","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62631P","Displaced fracture of distal phalanx of left index finger, subsequent encounter for fracture with malunion"
"7125","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62632K","Displaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with nonunion"
"7126","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62632P","Displaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with malunion"
"7127","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62633K","Displaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with nonunion"
"7128","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62633P","Displaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with malunion"
"7129","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62634K","Displaced fracture of distal phalanx of right ring finger, subsequent encounter for fracture with nonunion"
"7130","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62634P","Displaced fracture of distal phalanx of right ring finger, subsequent encounter for fracture with malunion"
"7131","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62635K","Displaced fracture of distal phalanx of left ring finger, subsequent encounter for fracture with nonunion"
"7132","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62635P","Displaced fracture of distal phalanx of left ring finger, subsequent encounter for fracture with malunion"
"7133","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62636K","Displaced fracture of distal phalanx of right little finger, subsequent encounter for fracture with nonunion"
"7134","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62636P","Displaced fracture of distal phalanx of right little finger, subsequent encounter for fracture with malunion"
"7135","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62637K","Displaced fracture of distal phalanx of left little finger, subsequent encounter for fracture with nonunion"
"7136","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62637P","Displaced fracture of distal phalanx of left little finger, subsequent encounter for fracture with malunion"
"7137","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62638K","Displaced fracture of distal phalanx of other finger, subsequent encounter for fracture with nonunion"
"7138","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62638P","Displaced fracture of distal phalanx of other finger, subsequent encounter for fracture with malunion"
"7139","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62639K","Displaced fracture of distal phalanx of unspecified finger, subsequent encounter for fracture with nonunion"
"7140","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62639P","Displaced fracture of distal phalanx of unspecified finger, subsequent encounter for fracture with malunion"
"7141","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62640K","Nondisplaced fracture of proximal phalanx of right index finger, subsequent encounter for fracture with nonunion"
"7142","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62640P","Nondisplaced fracture of proximal phalanx of right index finger, subsequent encounter for fracture with malunion"
"7143","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62641K","Nondisplaced fracture of proximal phalanx of left index finger, subsequent encounter for fracture with nonunion"
"7144","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62641P","Nondisplaced fracture of proximal phalanx of left index finger, subsequent encounter for fracture with malunion"
"7145","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62642K","Nondisplaced fracture of proximal phalanx of right middle finger, subsequent encounter for fracture with nonunion"
"7146","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62642P","Nondisplaced fracture of proximal phalanx of right middle finger, subsequent encounter for fracture with malunion"
"7147","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62643K","Nondisplaced fracture of proximal phalanx of left middle finger, subsequent encounter for fracture with nonunion"
"7148","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62643P","Nondisplaced fracture of proximal phalanx of left middle finger, subsequent encounter for fracture with malunion"
"7149","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62644K","Nondisplaced fracture of proximal phalanx of right ring finger, subsequent encounter for fracture with nonunion"
"7150","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62644P","Nondisplaced fracture of proximal phalanx of right ring finger, subsequent encounter for fracture with malunion"
"7151","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62645K","Nondisplaced fracture of proximal phalanx of left ring finger, subsequent encounter for fracture with nonunion"
"7152","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62645P","Nondisplaced fracture of proximal phalanx of left ring finger, subsequent encounter for fracture with malunion"
"7153","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62646K","Nondisplaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with nonunion"
"7154","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62646P","Nondisplaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with malunion"
"7155","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62647K","Nondisplaced fracture of proximal phalanx of left little finger, subsequent encounter for fracture with nonunion"
"7156","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62647P","Nondisplaced fracture of proximal phalanx of left little finger, subsequent encounter for fracture with malunion"
"7157","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62648K","Nondisplaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with nonunion"
"7158","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62648P","Nondisplaced fracture of proximal phalanx of other finger, subsequent encounter for fracture with malunion"
"7159","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62649K","Nondisplaced fracture of proximal phalanx of unspecified finger, subsequent encounter for fracture with nonunion"
"7160","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62649P","Nondisplaced fracture of proximal phalanx of unspecified finger, subsequent encounter for fracture with malunion"
"7161","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62650K","Nondisplaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with nonunion"
"7162","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62650P","Nondisplaced fracture of middle phalanx of right index finger, subsequent encounter for fracture with malunion"
"7163","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62651K","Nondisplaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with nonunion"
"7164","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62651P","Nondisplaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with malunion"
"7165","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62652K","Nondisplaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with nonunion"
"7166","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62652P","Nondisplaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with malunion"
"7167","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62653K","Nondisplaced fracture of middle phalanx of left middle finger, subsequent encounter for fracture with nonunion"
"7168","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62653P","Nondisplaced fracture of middle phalanx of left middle finger, subsequent encounter for fracture with malunion"
"7169","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62654K","Nondisplaced fracture of medial phalanx of right ring finger, subsequent encounter for fracture with nonunion"
"7170","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62654P","Nondisplaced fracture of medial phalanx of right ring finger, subsequent encounter for fracture with malunion"
"7171","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62655K","Nondisplaced fracture of medial phalanx of left ring finger, subsequent encounter for fracture with nonunion"
"7172","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62655P","Nondisplaced fracture of medial phalanx of left ring finger, subsequent encounter for fracture with malunion"
"7173","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62656K","Nondisplaced fracture of medial phalanx of right little finger, subsequent encounter for fracture with nonunion"
"7174","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62656P","Nondisplaced fracture of medial phalanx of right little finger, subsequent encounter for fracture with malunion"
"7175","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62657K","Nondisplaced fracture of medial phalanx of left little finger, subsequent encounter for fracture with nonunion"
"7176","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62657P","Nondisplaced fracture of medial phalanx of left little finger, subsequent encounter for fracture with malunion"
"7177","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62658K","Nondisplaced fracture of medial phalanx of other finger, subsequent encounter for fracture with nonunion"
"7178","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62658P","Nondisplaced fracture of medial phalanx of other finger, subsequent encounter for fracture with malunion"
"7179","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62659K","Nondisplaced fracture of medial phalanx of unspecified finger, subsequent encounter for fracture with nonunion"
"7180","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62659P","Nondisplaced fracture of medial phalanx of unspecified finger, subsequent encounter for fracture with malunion"
"7181","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62660K","Nondisplaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with nonunion"
"7182","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62660P","Nondisplaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with malunion"
"7183","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62661K","Nondisplaced fracture of distal phalanx of left index finger, subsequent encounter for fracture with nonunion"
"7184","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62661P","Nondisplaced fracture of distal phalanx of left index finger, subsequent encounter for fracture with malunion"
"7185","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62662K","Nondisplaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with nonunion"
"7186","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62662P","Nondisplaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with malunion"
"7187","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62663K","Nondisplaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with nonunion"
"7188","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62663P","Nondisplaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with malunion"
"7189","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62664K","Nondisplaced fracture of distal phalanx of right ring finger, subsequent encounter for fracture with nonunion"
"7190","Inclusion","Arthritis/Joint/Bone Pain (Other than Back/Neck)",10,"S62664P","Nondisplaced fracture of distal phalanx of right ring finger, subsequent encounter for fracture with malunion"
